"","Gene","p.value","FDR","indicator"
"1","CUL1",2.01e-09,0.000290195080636213,1
"2","XPO7",7.18e-09,0.000382197041243926,1
"3","TRIO",6.35e-08,0.000486922500621101,1
"4","CACNA1G",4.57e-07,0.000774910182674671,1
"5","SP4",5.08e-07,0.00118607608249219,1
"6","GRIA3",5.98e-07,0.00149623138644972,1
"7","GRIN2A",7.37e-07,0.0017611405773404,1
"8","HERC1",1.26e-06,0.0020772298689808,1
"9","RB1CC1",2e-06,0.00243858086655607,1
"10","HCN4",2.54e-06,0.00279188859870265,1
"13","SRRM2",1.53e-05,0.00334524777439015,1
"11","AKAP11",8.28e-06,0.00395427407927994,1
"12","ZNF136",9.42e-06,0.00452455716336611,1
"14","NR3C2",1.6e-05,0.00526533094205285,1
"15","ZMYM2",1.73e-05,0.00594823630423182,1
"16","FAM120A",2.22e-05,0.00668006848720656,1
"17","KDM6B",2.57e-05,0.00740872159822311,1
"18","DNM3",3.53e-05,0.00825037390190025,1
"19","ASH1L",3.77e-05,0.00904587716345278,1
"20","STAG1",5.26e-05,0.00999129525552624,1
"29","SOBP",0.000132,0.0108821797020764,1
"21","PREP",5.99e-05,0.011751189859767,1
"22","MAGEC1",6.18e-05,0.0125670363537631,1
"23","MAGI2",6.41e-05,0.0133405220173322,1
"24","DAGLA",6.87e-05,0.0141002622523857,1
"25","SLC22A11",7.56e-05,0.0148686548975593,1
"26","ANKRD12",7.87e-05,0.0156083630997799,1
"27","SV2A",8.21e-05,0.0163245939964967,1
"28","EIF2S3",8.23e-05,0.0169930819809465,1
"30","BSCL2",0.000222,0.0185055319528879,1
"31","NR4A2",0.000255,0.0200864381084144,1
"42","CACNA2D1",0.00068,0.0218268057342245,1
"32","FYN",0.000375,0.0237200809121547,1
"33","CRAT",0.000401,0.0256000505124447,1
"34","SCAF1",0.000415,0.0274228517544537,1
"35","SLC34A2",0.000479,0.0293597287491341,1
"36","ZNF318",0.000479,0.031191909690048,1
"68","RYR2",0.00208,0.032930124354744,1
"37","CGREF1",0.000487,0.0346008624909966,1
"38","FABP7",0.000553,0.0363759331238755,1
"39","TRAPPC10",0.000557,0.0380752255789265,1
"40","PTGER1",0.000585,0.0397666144461433,1
"41","HMGCR",0.000644,0.0415251288375707,1
"43","SRPK1",0.000694,0.04332024167366,1
"194","TP53I11",0.0101,0.0450454658619835,1
"44","ZMYND11",0.000802,0.0469157874709704,1
"45","LMBR1L",0.000812,0.0487266730283284,1
"46","KCNN3",0.000908,0.0506464875441791,1
"47","SLITRK5",0.000917,0.052504442173597,1
"48","SLC25A43",0.000932,0.0543148759637688,1
"49","ABHD13",0.00106,0.0562713980175877,1
"50","ZFC3H1",0.00107,0.058168811515847,1
"51","HERPUD2",0.00108,0.0600103965710916,1
"52","PUM2",0.00114,0.0618753432799852,1
"79","QRICH1",0.00268,0.063954706642272,1
"53","IPMK",0.00136,0.0659896721855702,1
"81","CHD5",0.00277,0.0679870278927267,1
"54","OTUD4",0.00148,0.0700346734419859,1
"55","ADNP",0.00149,0.0720251280499847,1
"56","CSPG5",0.0015,0.0739612132379994,1
"57","CRB1",0.00152,0.0758572746486996,1
"58","ATP1A2",0.00153,0.0777036568768011,1
"59","HMGB2",0.00155,0.0795139226186476,1
"60","PROM1",0.0016,0.0813223969776078,1
"61","TEFM",0.00171,0.0831911056542648,1
"145","SORCS1",0.00646,0.0850308621515837,1
"62","OMG",0.00177,0.0868482797595031,1
"63","CNOT4",0.00192,0.0887554795744314,1
"64","NRXN1",0.00194,0.0906257989077123,1
"65","SMARCA1",0.00199,0.0924876184856171,1
"66","TSC22D1",0.00201,0.0943145571469125,1
"67","CHAF1B",0.00206,0.0961336712043115,1
"101","BCL6",0.00406,0.097922788808551,1
"69","CLPTM1",0.00211,0.0996852283865677,1
"70","POLRMT",0.00212,0.101408750304883,1
"71","LZIC",0.00214,0.103102807495337,1
"72","DCTN5",0.00219,0.10479174798387,1
"73","PSMA3",0.00224,0.106475317837049,1
"74","GAL3ST2",0.00226,0.108131125994603,1
"172","GAS7",0.00825,0.109773519800933,1
"75","SMG7",0.00235,0.11141212990931,1
"76","NAMPT",0.00236,0.113017763085168,1
"77","HIVEP2",0.00238,0.114598470024962,1
"122","BSN",0.00505,0.116307187505888,1
"78","ATF2",0.00267,0.118000476832219,1
"80","FBXO16",0.0027,0.119673019085183,1
"82","RBM4",0.00291,0.121432985122668,1
"83","C16orf87",0.003,0.123204746149339,1
"84","PSMD11",0.00304,0.124959174448113,1
"85","SATB1",0.00306,0.126685669294741,1
"86","WDTC1",0.00309,0.128390541664188,1
"87","TACC1",0.0031,0.130063713365503,1
"88","AP3D1",0.00313,0.131716756721159,1
"89","CSTL1",0.00321,0.133376038260317,1
"90","CAMTA1",0.00327,0.135030731747461,1
"92","EPHB2",0.00341,0.136719790316975,1
"91","COL24A1",0.00341,0.138374022936602,1
"93","PPRC1",0.0035,0.140036988230486,1
"94","KIF3C",0.00352,0.141675618221987,1
"95","JARID2",0.00365,0.143340317864213,1
"96","PIK3R4",0.00367,0.144980904869251,1
"97","PTK2",0.00374,0.146619775148061,1
"98","ARHGEF4",0.00376,0.148235375666817,1
"99","NELFCD",0.00383,0.149849339893736,1
"100","PAX4",0.00385,0.151440831286279,1
"102","GOLGB1",0.00407,0.153090714315145,1
"103","ARHGAP12",0.0041,0.154721472664824,1
"104","NOL6",0.00418,0.156352722031521,1
"105","CYP11B1",0.00422,0.157969106984224,1
"106","RNFT1",0.00423,0.159559821556362,1
"107","AXL",0.00442,0.16119085816354,1
"108","KHDRBS2",0.00444,0.162799855294802,1
"109","DNAJC2",0.00446,0.164387377690441,1
"110","ATP2B1",0.00448,0.165953970392299,1
"111","LRP5",0.00451,0.16750357300989,1
"112","ZNFX1",0.00452,0.169029837462346,1
"113","RAC3",0.00461,0.170559949354588,1
"114","DLAT",0.00465,0.172077198514013,1
"115","PSMG3",0.0047,0.17358504716093,1
"116","SLC31A1",0.00472,0.175074119840494,1
"180","CTNNAL1",0.0088,0.176554130742301,1
"181","ZNF8",0.00886,0.178020674660314,1
"117","AKT1",0.00485,0.179477248127361,1
"118","NFIC",0.00488,0.180919357453005,1
"119","RANBP9",0.00492,0.18235027837912,1
"120","C17orf58",0.00494,0.183764357752432,1
"186","RBP2",0.00923,0.185179377004842,1
"121","ADCY5",0.00505,0.186580769871004,1
"123","TAF15",0.00508,0.187968883140096,1
"124","AARS2",0.00511,0.189343989817964,1
"125","LIN7A",0.00513,0.190703607697457,1
"126","KCNV1",0.00516,0.192050793466426,1
"128","MLLT1",0.00518,0.193383107491671,1
"127","MYO5A",0.00518,0.194695536232958,1
"129","TBKBP1",0.00519,0.195991169791973,1
"130","SMAD9",0.0053,0.197296439958412,1
"131","FBXO34",0.00535,0.198595466751625,1
"132","SMARCAD1",0.00549,0.199910848048169,1
"133","NPSR1",0.00556,0.201224535015631,1
"134","UBXN7",0.00565,0.202541232037712,1
"135","SNX9",0.00569,0.203848784827429,1
"136","AMER3",0.00573,0.205147339719657,1
"137","PPAN",0.00574,0.206430063905378,1
"229","ANKRD11",0.0183,0.207699486517989,1
"138","KLHL3",0.00582,0.208965205454739,1
"139","ZNF366",0.00586,0.210222600872166,1
"140","DSCAM",0.00607,0.211509191335827,1
"235","SRCAP",0.0192,0.212782641720437,1
"141","TSPYL5",0.00617,0.214056133888427,1
"142","STRBP",0.00628,0.215335690697292,1
"143","BRSK2",0.0063,0.216602430342898,1
"144","NEIL3",0.0064,0.217872877204462,1
"146","ANK2",0.00647,0.219140747751039,1
"205","SRRM1",0.0117,0.220393605753686,1
"147","GTF3C4",0.00662,0.221658161782187,1
"148","MAPK4",0.00674,0.222929448768438,1
"149","SLC12A2",0.00675,0.224186426976192,1
"150","SLC36A1",0.00678,0.225433103621042,1
"151","ABLIM2",0.00686,0.226678873044545,1
"152","AKAP12",0.00713,0.227957680256019,1
"153","GMEB1",0.00714,0.229222363775097,1
"154","ZYG11B",0.00715,0.230473183265943,1
"155","ENTPD4",0.00718,0.231713859918916,1
"156","CSTF3",0.00722,0.232946277715289,1
"157","C22orf39",0.00726,0.234170557647602,1
"158","SPAG5",0.00728,0.235383456199573,1
"159","RABIF",0.00735,0.236593493932976,1
"160","POLR2K",0.00744,0.237803909329564,1
"161","INTS6",0.00748,0.239006487050827,1
"162","MAP7",0.00749,0.240196524732689,1
"163","SLC52A2",0.00757,0.241385372183177,1
"164","TERF1",0.00767,0.242576066584713,1
"165","DEXI",0.00782,0.243776067277506,1
"166","CTBP1",0.00789,0.244972860077345,1
"167","SPHK2",0.00801,0.246173845102164,1
"168","KLHL5",0.00806,0.247368522984498,1
"169","PKN2",0.0081,0.248555514609294,1
"170","DCAF5",0.00811,0.249730610716209,1
"171","KLHL1",0.00814,0.250896868944987,1
"173","ZNF547",0.00831,0.25207411509927,1
"174","AMOTL1",0.00843,0.253254924990674,1
"175","NRXN2",0.00867,0.254455150739335,1
"176","IL7R",0.00871,0.255647556537496,1
"177","RFX1",0.00871,0.25682700140307,1
"178","ARSD",0.00875,0.257998915565684,1
"179","NLGN4X",0.00876,0.259159523412453,1
"182","XIRP2",0.00888,0.260323079331057,1
"183","USP13",0.00889,0.261475522466193,1
"184","ZNF777",0.009,0.262629539179766,1
"185","MCHR2",0.00906,0.26377881983307,1
"187","RADIL",0.00927,0.264941549675492,1
"220","ESYT1",0.0164,0.266098004186003,1
"188","PPP3CA",0.0094,0.267252038232725,1
"189","CSDE1",0.00942,0.268396511348771,1
"190","GRIK3",0.00949,0.269537348329082,1
"191","PPCS",0.00955,0.270673412765499,1
"192","EZR",0.00957,0.271800213272214,1
"193","ATL1",0.00958,0.272916759559473,1
"224","ELL2",0.0171,0.274040868906375,1
"195","ARHGEF7",0.0101,0.275191747178336,0
"196","RFX4",0.0102,0.276341731222511,0
"226","RNF208",0.0182,0.277503879510882,0
"197","KIF3A",0.0105,0.278661968162668,0
"198","ZNF638",0.0106,0.279818754010908,0
"199","EMX2",0.011,0.281003431449201,0
"236","OR1L8",0.0194,0.282192960254089,0
"200","SCAI",0.0112,0.283373643635935,0
"201","AZGP1",0.0113,0.284552274591241,0
"204","TAOK2",0.0115,0.285737914484745,0
"202","SYNGR4",0.0115,0.28691226256974,0
"203","TGOLN2",0.0115,0.288075479393265,0
"206","ZNF793",0.0117,0.28924546360175,0
"207","MYH3",0.0119,0.290421840961029,0
"208","TRIM67",0.0119,0.291587224139379,0
"209","FNBP4",0.0121,0.292758714633162,0
"210","ATG9B",0.0122,0.293927694489004,0
"243","PACS1",0.0219,0.295129292541749,0
"211","SEMA6D",0.0128,0.296324920909867,0
"212","ZNF221",0.015,0.297668655973175,0
"213","MKLN1",0.0152,0.299013388934679,0
"214","ABCA1",0.0154,0.300358929318759,0
"215","LARP1",0.0156,0.301705093854378,0
"216","CACNA1E",0.0157,0.303045466452129,0
"217","FAM111A",0.016,0.304392384781658,0
"218","PIP5K1B",0.0161,0.305733393850926,0
"219","TFDP2",0.0162,0.307068532802366,0
"221","TMOD1",0.0167,0.308421189490532,0
"222","PARP1",0.017,0.309779029817939,0
"223","AKAP14",0.017,0.311125011277858,0
"225","KRIT1",0.0177,0.312497506931607,0
"227","ATXN1",0.0182,0.313884311557239,0
"228","CAMTA2",0.0183,0.315264282433852,0
"230","BMPR2",0.0183,0.31663240806689,0
"232","EIF4G1",0.0185,0.317998904494263,0
"231","THBS4",0.0185,0.319353771164808,0
"233","GRHL3",0.019,0.320721588660665,0
"234","AGAP2",0.0192,0.322087395991191,0
"268","MYNN",0.032,0.323442180945609,0
"238","PYGL",0.0196,0.324803753875123,0
"237","IL5RA",0.0196,0.326153980363557,0
"270","FLRT1",0.0332,0.327510708003146,0
"274","ANP32E",0.0336,0.328867744726444,0
"275","ROR1",0.0336,0.330213612423213,0
"239","CHD2",0.0205,0.331558981872789,0
"240","CA6",0.0208,0.332906027961851,0
"280","STEAP2",0.0347,0.334249454781277,0
"241","RUNX1",0.021,0.335582956643748,0
"242","PI4KA",0.0214,0.336921880029017,0
"292","DSCAML1",0.0378,0.338311953224704,0
"244","PARD3B",0.0232,0.339697335874529,0
"245","SCN2A",0.0232,0.341071679618777,0
"247","LMTK3",0.0235,0.342445766304705,0
"246","HELLS",0.0235,0.34380899064529,0
"248","SLC5A7",0.0236,0.345164967091886,0
"249","DHX58",0.0236,0.346510308429096,0
"296","SKA3",0.0389,0.347850381244738,0
"297","ABCA3",0.0391,0.349184543942834,0
"250","ABHD12B",0.0246,0.350532042481321,0
"300","ATP2B2",0.0402,0.351869717486014,0
"251","ZNF512B",0.0248,0.353202950883538,0
"252","FAM135A",0.0252,0.354538586048341,0
"253","CDKAL1",0.0254,0.355870218595395,0
"254","MYLK3",0.0258,0.357203885108186,0
"255","DMXL2",0.026,0.358533418065369,0
"256","ILDR2",0.0264,0.359864642156138,0
"257","GPR148",0.0268,0.361197318486441,0
"258","TNR",0.0274,0.362536742954309,0
"259","RMI2",0.0274,0.363866171717194,0
"260","PTPRH",0.0277,0.365193847479417,0
"261","MGAT3",0.0278,0.366514364190902,0
"262","NCALD",0.028,0.367830430288225,0
"312","ZCCHC14",0.0457,0.369144903697739,0
"316","GLI3",0.0465,0.37046353294815,0
"263","C6orf15",0.0291,0.371778745842035,0
"398","CHD3",0.0737,0.373099185788358,0
"264","TLE4",0.0298,0.374412291430477,0
"265","KLHL26",0.0306,0.375734619669862,0
"266","MKI67",0.0308,0.377051994018166,0
"662","PDZD2",0.161,0.37836950978893,0
"407","MLXIP",0.0783,0.379693251716053,0
"267","BORA",0.032,0.381008746531288,0
"269","ADAP1",0.0329,0.382333701658181,0
"340","BMPR1B",0.0528,0.383654262101397,0
"271","PAPSS1",0.0333,0.384968644756289,0
"272","F8",0.0335,0.386277777394851,0
"273","OVOL2",0.0336,0.387579723185772,0
"276","ROS1",0.0337,0.388874549353351,0
"342","PROK2",0.0539,0.390164252875704,0
"277","PPARGC1A",0.0339,0.39144503125987,0
"278","UNC79",0.0341,0.39272078864517,0
"279","CUL4B",0.0343,0.393991546557719,0
"281","SNX10",0.0354,0.395273734203343,0
"282","KIF1A",0.0357,0.396552493644673,0
"283","PLBD2",0.0359,0.39782605715334,0
"284","GPR171",0.0364,0.399099597738888,0
"285","ZNF70",0.0366,0.400367920525369,0
"287","ARMC12",0.037,0.40163437752438,0
"286","C1orf116",0.037,0.402892334811988,0
"288","STRN4",0.0372,0.404145155477874,0
"289","GRM1",0.0372,0.405389624005988,0
"290","DYSF",0.0375,0.406630661999419,0
"291","CDCA7",0.0378,0.407868249707913,0
"293","PHLDB1",0.0386,0.409110086996062,0
"295","NTS",0.0386,0.410343754302053,0
"294","DLGAP1",0.0386,0.411569331986364,0
"298","UBTF",0.0392,0.412795887746154,0
"364","MYO3A",0.0618,0.41401699785184,0
"299","OR6B1",0.0402,0.415242101098163,0
"301","LRRC4",0.0405,0.416463498936062,0
"302","CCSER1",0.0407,0.417679798951888,0
"370","ANKRD13B",0.0642,0.418893100540888,0
"303","AKAP1",0.0418,0.420108677808293,0
"304","CAMK2A",0.0421,0.42132043037053,0
"305","SENP7",0.0421,0.422524464763581,0
"306","NLRC3",0.0426,0.423727294365716,0
"307","RAI1",0.0432,0.424930071011966,0
"308","BBS10",0.0432,0.426125259162026,0
"384","ARSJ",0.0685,0.42732362616713,0
"310","ATP1B1",0.0443,0.428517158939316,0
"309","SEMA3F",0.0443,0.429703232131675,0
"311","ROBO1",0.045,0.430890102679924,0
"313","HAAO",0.0459,0.43207982281966,0
"314","HOPX",0.046,0.433263290135134,0
"315","AFF3",0.0465,0.434444950687914,0
"317","TOP2B",0.0468,0.435622586393212,0
"318","SEMA5B",0.0471,0.43679620335928,0
"319","ANK3",0.0473,0.437964756133556,0
"320","CYP2C18",0.0474,0.439127232298329,0
"321","SECISBP2L",0.0475,0.440283683952922,0
"322","TRA2B",0.0479,0.441437250335664,0
"323","CCND2",0.048,0.442584866221659,0
"324","EIF4A2",0.0483,0.443728599541608,0
"325","TMEM53",0.0485,0.444867462338597,0
"326","LTBP1",0.0489,0.446003454051265,0
"401","ANXA6",0.0754,0.447133386130282,0
"327","EPM2AIP1",0.049,0.448256845809097,0
"329","CHIC2",0.0492,0.449375570587099,0
"328","DGKI",0.0492,0.450487675691858,0
"330","CACNA1B",0.0493,0.451594175819946,0
"331","RASGEF1A",0.0502,0.452702616372593,0
"332","ERBB2",0.0507,0.453809137131912,0
"333","NUF2",0.0507,0.454909187009597,0
"334","ZZEF1",0.0513,0.456008198120329,0
"335","GABRA2",0.0514,0.457101703595047,0
"411","TIMP2",0.0796,0.45819394049058,0
"337","PPM1L",0.052,0.459280026340707,0
"336","CSNK1G3",0.052,0.460359852330026,0
"338","CHERP",0.0521,0.461434328191856,0
"339","LRP1",0.0527,0.462507713871491,0
"341","POT1",0.0529,0.463576630449723,0
"417","SOX5",0.0815,0.464643137021653,0
"419","RBM47",0.0823,0.465708240006179,0
"343","IQSEC1",0.054,0.466767912595958,0
"344","NUP37",0.0542,0.467823182999463,0
"345","SHISA2",0.0554,0.468881801542697,0
"346","AGK",0.0555,0.469935230862118,0
"347","STK17A",0.0557,0.470984264113495,0
"348","PACSIN1",0.0558,0.472028184316605,0
"349","CDK2",0.0561,0.473068512427249,0
"435","PDLIM3",0.0857,0.474105127352963,0
"350","SIRPD",0.0575,0.475144016371531,0
"351","PLEKHF1",0.0578,0.476179268990005,0
"352","MMP3",0.0578,0.477208817737303,0
"353","UPF1",0.058,0.478234094581585,0
"354","TEX13B",0.0586,0.4792578519159,0
"355","ZBTB4",0.0586,0.480276014947841,0
"356","SPTA1",0.0587,0.481289302303462,0
"357","KLC1",0.0595,0.482302386281416,0
"451","GRIN2B",0.0901,0.483310499138777,0
"358","BLOC1S6",0.0598,0.484314593267363,0
"359","NBEA",0.0601,0.485315202651237,0
"360","KCNH3",0.0604,0.486312340056101,0
"361","ATG4C",0.0605,0.487304761686993,0
"362","BPIFB6",0.0607,0.488293129491486,0
"363","CAMK2B",0.0611,0.489278706031049,0
"365","MAS1L",0.0621,0.490265111046753,0
"366","TNIK",0.0623,0.491247475228265,0
"367","CEP97",0.0631,0.492229336247741,0
"368","LMAN2",0.0636,0.493208893622566,0
"369","SLC4A7",0.0638,0.494184433216025,0
"372","HDAC5",0.0646,0.495159333662241,0
"371","PTPRE",0.0646,0.496129129917639,0
"373","TBX6",0.065,0.497096057487087,0
"374","RAPH1",0.0651,0.498058492984214,0
"375","DHX29",0.0654,0.499017548442207,0
"376","HDAC3",0.0658,0.49997376979686,0
"377","ARL8B",0.0659,0.5009255785158,0
"474","DLGAP5",0.0989,0.501873171761214,0
"378","IL1R2",0.0666,0.502818852136642,0
"379","FOXP2",0.0667,0.503760197547219,0
"381","RHOBTB2",0.0673,0.50469978161188,0
"380","MAT2B",0.0673,0.505634571880292,0
"382","TET3",0.0678,0.506567102789079,0
"383","REV3L",0.0684,0.507497849987194,0
"385","INPP4A",0.0692,0.508427741875066,0
"386","MGAM",0.0695,0.509354361178383,0
"387","SLC38A4",0.0697,0.510277253550091,0
"491","C5",0.104,0.51119599164912,0
"388","MAMLD1",0.0699,0.512110574368236,0
"389","RPRD2",0.07,0.513021047341662,0
"390","TOR1B",0.0707,0.513930182801518,0
"392","FBXL16",0.0715,0.514838383026778,0
"391","ARHGAP1",0.0715,0.515742076054891,0
"393","ZFP36L1",0.0716,0.51664173690831,0
"394","MC5R",0.0718,0.51753783282774,0
"504","MEIS2",0.107,0.518430530169268,0
"395","TOX",0.0721,0.519319130246809,0
"396","LDHAL6A",0.0725,0.520205092972495,0
"397","OR51S1",0.0726,0.521087149459518,0
"508","ADCY1",0.109,0.521968785051418,0
"399","VIM",0.0741,0.522848502345409,0
"514","SCRN1",0.11,0.523724645338152,0
"400","LYST",0.0747,0.52459827744388,0
"402","SPACA1",0.0755,0.525470865677983,0
"403","SLC4A8",0.0762,0.52634197499606,0
"404","ANGPTL7",0.0764,0.527209665563881,0
"519","DOCK3",0.113,0.528073639752126,0
"405","NFIX",0.0774,0.52893681319594,0
"406","PKP4",0.0781,0.529798455059172,0
"409","MYO3B",0.0791,0.530659614912502,0
"408","RHOC",0.0791,0.531516683745151,0
"410","PSTPIP1",0.0793,0.532370402035292,0
"412","CTNND2",0.0796,0.533221142643466,0
"413","SELENBP1",0.0802,0.534069962503858,0
"414","BPIFB4",0.0803,0.53491513317677,0
"415","CLCA1",0.0811,0.535759065054796,0
"416","ITGA4",0.0812,0.536599381169968,0
"534","AASDHPPT",0.12,0.537437725931235,0
"418","MYO1D",0.082,0.538272870047427,0
"420","RASL10A",0.0823,0.539105112860194,0
"421","PALLD",0.0825,0.539934144185725,0
"422","NCOA1",0.0826,0.540759660840396,0
"423","KAT6B",0.0827,0.541581686496763,0
"424","MAGEA12",0.0835,0.542402470047063,0
"425","PRDM15",0.0836,0.543219794423175,0
"426","RSPO1",0.0838,0.544033995288909,0
"427","ARHGEF12",0.0838,0.544844469834891,0
"428","ALPK3",0.084,0.545651863822781,0
"430","HERC6",0.0842,0.546456195737401,0
"429","HOXC8",0.0842,0.547256871597865,0
"431","SMARCA2",0.0845,0.548054831714107,0
"432","ZNF236",0.0845,0.54884918115109,0
"433","COL9A1",0.0848,0.5496408500275,0
"544","PROKR2",0.124,0.550428997665161,0
"434","DCTN4",0.085,0.551214156300186,0
"436","WASF1",0.0858,0.551998156180049,0
"437","ADAM23",0.086,0.552779231432213,0
"438","PHF3",0.0864,0.553557976441864,0
"439","MALSU1",0.0864,0.554333252654144,0
"440","UNC45B",0.0865,0.555105369621836,0
"441","COG6",0.0867,0.555874632413059,0
"442","USP38",0.0868,0.55664077481473,0
"443","YEATS2",0.0874,0.55740521953475,0
"444","DCLK1",0.0875,0.558166574870794,0
"446","EPHA7",0.088,0.558925963252823,0
"445","MYL3",0.088,0.559682020984053,0
"447","NEURL1",0.0885,0.560436129843986,0
"448","CPXM1",0.0887,0.561187484643899,0
"449","PIKFYVE",0.0891,0.561936634791913,0
"450","CNTN2",0.0897,0.562684112307709,0
"452","GABRA6",0.091,0.563431709149853,0
"453","KMT2E",0.0918,0.564178092142681,0
"454","SH2D2A",0.092,0.56492175066237,0
"455","PEX5L",0.0922,0.565662700393975,0
"456","PLCD1",0.0924,0.56640095689825,0
"457","GRM5",0.0925,0.567136290503218,0
"458","ADAM22",0.0926,0.567868719512693,0
"459","ZNF536",0.0937,0.568600672394995,0
"460","DUSP11",0.094,0.569330216556088,0
"461","MATK",0.0946,0.570058066325672,0
"462","PTCD3",0.0947,0.570783058391262,0
"463","BRPF1",0.0954,0.571506593404618,0
"464","SFRP2",0.0956,0.57222752561127,0
"465","PROM2",0.0961,0.572946547373364,0
"466","CCDC120",0.0964,0.573663214055783,0
"467","NOL9",0.0966,0.574377314756775,0
"468","ARAP3",0.0969,0.575089084655011,0
"469","HOXD10",0.0972,0.575798534687652,0
"470","DPYSL2",0.0973,0.576505240652658,0
"471","TCF19",0.0982,0.577210943169667,0
"472","POLR2A",0.0987,0.577914773719709,0
"473","PCSK7",0.0989,0.578616105145733,0
"475","DPP8",0.0993,0.579315368819541,0
"476","FRY",0.0994,0.580011950666713,0
"477","UGGT1",0.0995,0.580705866897328,0
"478","DLGAP4",0.0998,0.581397544629443,0
"480","TTYH2",0.1,0.582086790499932,0
"479","DAB2IP",0.1,0.582773211592263,0
"481","PCGF3",0.1,0.583456825236364,0
"482","CLASP2",0.101,0.584139657646884,0
"484","HADH",0.101,0.584819708662657,0
"483","PLK2",0.101,0.585496995243407,0
"486","PTPRN",0.102,0.586173495276546,0
"487","NEFM",0.102,0.586847256443155,0
"485","BRSK1",0.102,0.587518295342424,0
"489","HNMT",0.103,0.588188543020073,0
"490","STAC",0.103,0.58885609352397,0
"488","GPR183",0.103,0.589520963102148,0
"494","CEP350",0.104,0.590185037387933,0
"492","ARHGEF17",0.104,0.590846455376576,0
"493","TTC29",0.104,0.591505232974047,0
"495","AQP10",0.105,0.592163211776869,0
"496","TGM3",0.105,0.592818574361787,0
"797","ANGPTL1",0.208,0.593472589868562,0
"497","RAPGEF2",0.106,0.594124547564821,0
"500","IL1R1",0.106,0.594773928353189,0
"499","SKP2",0.106,0.595420747481643,0
"498","SLC6A6",0.106,0.596065020078094,0
"501","NPPB",0.107,0.596708500047333,0
"505","C11orf87",0.107,0.597349456565713,0
"502","SLC16A14",0.107,0.597987904448012,0
"503","HMG20B",0.107,0.598623858393271,0
"507","NLRP1",0.108,0.599259028771928,0
"506","SH3TC1",0.108,0.599891727670511,0
"510","CACNA1I",0.109,0.600523629958626,0
"509","ZIC5",0.109,0.601153083013066,0
"513","LYN",0.11,0.601781727162129,0
"511","CASD1",0.11,0.602407944113705,0
"512","CSN1S1",0.11,0.603031747897837,0
"515","ST14",0.111,0.603654742057948,0
"516","DHX36",0.111,0.604275344685774,0
"517","RSBN1",0.112,0.604895126682768,0
"518","DPY19L4",0.112,0.605512538576523,0
"521","BTBD10",0.113,0.60612911949071,0
"520","DRC1",0.113,0.606743351525224,0
"523","SGIP1",0.114,0.607356742861659,0
"522","BMI1",0.114,0.607967806337235,0
"524","SENP6",0.115,0.608578019999809,0
"528","TAGLN2",0.116,0.609187364967701,0
"526","FIBCD1",0.116,0.609794410520619,0
"525","ZNF592",0.116,0.61039916964961,0
"527","FBN2",0.116,0.61100165524804,0
"529","SF3B1",0.117,0.61160328468024,0
"530","AHCYL1",0.118,0.612204040327191,0
"531","POLR1A",0.118,0.612802550158638,0
"532","PATE2",0.119,0.613400179260423,0
"535","PITPNM1",0.12,0.613996911233055,0
"536","SLC6A18",0.12,0.614591424871215,0
"533","B4GALNT2",0.12,0.615183732521849,0
"538","ITSN1",0.121,0.615775147003148,0
"537","E2F8",0.121,0.616364375109285,0
"540","PPP4R4",0.122,0.616952704501628,0
"539","SLC17A6",0.122,0.617538866934882,0
"541","TOPORS",0.122,0.618122874359191,0
"682","ETV5",0.172,0.618704886883962,0
"542","MED15",0.123,0.619285866114992,0
"543","EEF2",0.123,0.619864721107519,0
"692","SLC26A8",0.174,0.620442331162382,0
"694","LAMA1",0.174,0.62101783699118,0
"546","BAZ1A",0.124,0.621591604029242,0
"545","SHANK1",0.124,0.622163288428328,0
"549","DTX1",0.125,0.622734096988476,0
"548","EML3",0.125,0.623302841141534,0
"547","EPYC",0.125,0.623869532066604,0
"551","TTLL4",0.126,0.624435351798052,0
"553","TMTC3",0.126,0.624999136206726,0
"550","MOG",0.126,0.625560896254866,0
"552","WNT2",0.126,0.626120642826131,0
"555","WSCD1",0.127,0.626679531709983,0
"554","FBN3",0.127,0.627236424562106,0
"701","CDCA2",0.179,0.627792114587705,0
"557","NYAP1",0.128,0.628346167690216,0
"556","DEPDC1",0.128,0.628898252575666,0
"559","PDGFRB",0.129,0.629449480801918,0
"560","BRINP1",0.129,0.629998757777811,0
"558","TRIM33",0.129,0.630546093845663,0
"3088","KLF13",0.13,0.631092578277387,0
"562","SLFN13",0.131,0.631638199674868,0
"563","GON4L",0.131,0.632181903246699,0
"561","STARD13",0.131,0.632723699086699,0
"910","LRIG3",0.247,0.633263901952227,0
"564","ID4",0.132,0.633802950119786,0
"570","ABHD14A",0.133,0.634341138186434,0
"569","FCRLA",0.133,0.634877451033338,0
"568","TP53",0.133,0.635411898444252,0
"566","GPRC5B",0.133,0.63594449013499,0
"567","GOLGA3",0.133,0.636475235754009,0
"565","ATP1B2",0.133,0.637004144882997,0
"573","LINGO1",0.134,0.637532223187572,0
"572","MARCO",0.134,0.638058480532475,0
"571","G2E3",0.134,0.638582926320253,0
"575","DNAH9",0.135,0.639106546614514,0
"577","RUSC1",0.135,0.639628370612739,0
"579","VSX2",0.135,0.640148407542477,0
"580","FMR1",0.135,0.640666666568182,0
