"","Gene","p.value","FDR","indicator"
"1171","ZC3H10",0.361,0.808824306392436,0
"1172","PRKCE",0.361,0.808976206176882,0
"1169","RINL",0.361,0.809127850452858,0
"1174","LOX",0.362,0.809279294216909,0
"1173","CCDC81",0.362,0.809430483667333,0
"1175","TLN2",0.363,0.809581473330834,0
"1176","LRRTM2",0.364,0.809732263338835,0
"1178","TFB2M",0.365,0.809882853825548,0
"1177","SLTM",0.365,0.810033192277975,0
"1179","YLPM1",0.366,0.810183331934241,0
"1614","ACTN2",0.538,0.810333250559475,0
"1615","CPNE6",0.538,0.810482918903197,0
"1180","FAM72D",0.367,0.81063235992725,0
"1182","CCDC149",0.368,0.810781603598073,0
"1181","CAMKV",0.368,0.810930598736555,0
"1185","DSG2",0.369,0.811079397239586,0
"1184","A4GNT",0.369,0.81122794836356,0
"1186","TEX29",0.369,0.81137625272487,0
"1183","CERS6",0.369,0.811524310937863,0
"1188","MED12",0.37,0.811672174373064,0
"1189","KLHL21",0.37,0.811819792798431,0
"1187","MTDH",0.37,0.811967166822431,0
"1406","MPP4",0.455,0.812114309265893,0
"1192","MFNG",0.371,0.812261246540679,0
"1193","MELK",0.371,0.81240794114449,0
"1190","TREML4",0.371,0.812554393677998,0
"1191","GRK5",0.371,0.812700604739893,0
"1196","HCN1",0.372,0.812846624667496,0
"1194","BSPRY",0.372,0.812992404233078,0
"1195","ANKRD1",0.372,0.813137944029638,0
"1197","CASQ1",0.372,0.813283244648225,0
"1412","TNRC6C",0.457,0.813428314021277,0
"1200","MYO10",0.373,0.813573187244069,0
"1198","OCA2",0.373,0.813717822969774,0
"1199","LIN9",0.373,0.813862221781924,0
"1203","VAV2",0.374,0.81400643301002,0
"1202","ATAD2",0.374,0.814150408406182,0
"1204","CYP17A1",0.375,0.81429419688791,0
"1205","GPR152",0.375,0.814437750612934,0
"1206","TLX3",0.375,0.814581070155698,0
"1207","FASN",0.375,0.814724156088776,0
"1421","BUB1B",0.461,0.814867055307332,0
"1209","PLCG1",0.376,0.815009723511804,0
"1212","S1PR1",0.376,0.815152159735456,0
"1211","ZDHHC19",0.376,0.815294364543636,0
"1208","LRRTM3",0.376,0.815436338499853,0
"1210","SLC30A8",0.376,0.815578082165793,0
"1216","RIMBP2",0.377,0.815719643405194,0
"1215","LMNB1",0.377,0.815860975395624,0
"1214","EMID1",0.377,0.816002078693513,0
"1213","TTYH1",0.377,0.816142953853491,0
"1217","TATDN2",0.378,0.816283648262605,0
"1222","PPIL2",0.38,0.816424208215872,0
"1221","ASIC1",0.38,0.816564541459537,0
"1220","DCUN1D4",0.38,0.816704648541649,0
"1223","SUGCT",0.381,0.816844575760338,0
"1224","RASSF6",0.381,0.816984277834668,0
"1228","CCP110",0.382,0.817123800681068,0
"1227","NLGN2",0.382,0.817263099394382,0
"1226","PHF10",0.382,0.817402174514255,0
"1229","TMTC2",0.383,0.817541071541385,0
"1231","FUT8",0.384,0.817679790605102,0
"1230","ATP2C1",0.384,0.817818287540615,0
"1232","SIK2",0.384,0.817956562881031,0
"1233","RRP1B",0.385,0.818094661383133,0
"1234","ANO3",0.385,0.8182325392806,0
"1444","LRRC17",0.471,0.818370221375137,0
"1447","ABCA4",0.471,0.818507683881007,0
"1235","TK1",0.386,0.818644946880522,0
"1236","CYFIP2",0.386,0.818781991308382,0
"1238","HESX1",0.387,0.818918861119505,0
"1239","PPP1CB",0.387,0.819055513331564,0
"1240","IDH1",0.387,0.819191948463064,0
"1241","PLCE1",0.388,0.8193282100745,0
"1243","AMPD3",0.389,0.819464298295064,0
"3091","CTDSPL2",0.389,0.819600170844914,0
"1244","ERBB3",0.389,0.819735828236331,0
"1247","GPM6A",0.39,0.81987131332383,0
"1250","TUBB2B",0.39,0.820006584205658,0
"1245","NFE2L2",0.39,0.820141641389409,0
"1249","ZNF462",0.39,0.820276485381079,0
"1248","NDRG1",0.39,0.820411116685065,0
"1246","SYN1",0.39,0.820545535804174,0
"1252","LGALS3",0.39,0.820679743239632,0
"1251","CD40",0.39,0.820813739491084,0
"1254","DLG5",0.391,0.820947566857586,0
"1253","GDNF",0.391,0.821081183968996,0
"1256","NCAPG",0.392,0.821214632781921,0
"1255","ATRX",0.392,0.821347872263375,0
"1258","DDX50",0.394,0.821480984887205,0
"1257","KRT76",0.394,0.821613889033942,0
"1259","SCTR",0.395,0.821746625719035,0
"1260","TAF2",0.395,0.821879154840899,0
"1261","RPTOR",0.396,0.822011517084981,0
"1263","TRPC4",0.397,0.822143712580669,0
"1262","IL12RB1",0.397,0.822275701843134,0
"1265","HMMR",0.399,0.82240756426791,0
"1264","SULT2B1",0.399,0.8225392212995,0
"1266","CYP2A7",0.4,0.822670712430126,0
"1268","FBXW7",0.401,0.822802037794715,0
"1267","TSPYL1",0.401,0.822933159079483,0
"1269","GPRIN3",0.401,0.823064076759771,0
"1273","SIN3B",0.402,0.823194829700105,0
"1272","STAT5A",0.402,0.823325379922702,0
"1271","IFNLR1",0.402,0.823455727898633,0
"1497","CYP46A1",0.489,0.823585909800683,0
"1275","CACNA1H",0.404,0.823715930468689,0
"1276","ARID4A",0.404,0.823845750177393,0
"1274","HNRNPU",0.404,0.823975369392339,0
"1277","PCDHB12",0.405,0.824104826028411,0
"1278","KRT38",0.405,0.824234083039755,0
"1738","SPEN",0.578,0.824363153287529,0
"1280","CENPA",0.406,0.824492049547157,0
"1281","SHCBP1",0.407,0.824620784363211,0
"1282","SERPINA9",0.408,0.824749357872402,0
"1283","HGF",0.408,0.824877733880042,0
"1286","SH3RF1",0.409,0.825005949145813,0
"1284","DDX46",0.409,0.825133967762404,0
"1287","MYLIP",0.409,0.825261790181881,0
"1519","PRKCB",0.496,0.825389443704608,0
"1289","FAM184A",0.41,0.825516911023046,0
"1288","IDS",0.41,0.825644183437328,0
"1292","KRTAP10-7",0.411,0.825771297073642,0
"1290","MICALL1",0.411,0.825898216643337,0
"1291","SYNE2",0.411,0.8260249425905,0
"1293","CPS1",0.412,0.826151510729493,0
"1294","RNF2",0.412,0.826277886076195,0
"1522","ENY2",0.499,0.82640409263813,0
"1295","MX2",0.413,0.826530118768417,0
"3092","KLF7",0.413,0.826655953369631,0
"1297","ZNF557",0.414,0.826781631669833,0
"1296","PKD2L1",0.414,0.826907119259413,0
"1298","ACTRT3",0.414,0.827032416572132,0
"1299","CADM4",0.415,0.827157558533479,0
"1300","PIBF1",0.415,0.827282511029328,0
"1770","CCBE1",0.588,0.827407284630607,0
"1303","P2RX6",0.416,0.827531893673725,0
"1301","GRAMD1C",0.416,0.827656314485659,0
"1302","NKG7",0.416,0.827780547492595,0
"1305","ABCF2",0.417,0.827904627024166,0
"1307","BTG3",0.417,0.828028519548155,0
"1306","NEUROD4",0.417,0.828152225487017,0
"1775","PLOD2",0.59,0.8282757554227,0
"1308","GPBP1L1",0.418,0.828399123035779,0
"1309","KLK2",0.418,0.828522305273031,0
"1311","MBNL3",0.419,0.82864533588038,0
"1310","EEPD1",0.419,0.82876818189567,0
"1312","FANCD2OS",0.419,0.828890843734025,0
"1313","IDI1",0.421,0.829013387691374,0
"1316","CLK1",0.422,0.82913578080701,0
"3093","PPP2R5E",0.422,0.829257990836459,0
"1315","ATXN2",0.422,0.829380018190229,0
"1314","GMPS",0.422,0.829501863277601,0
"1317","OR2W1",0.423,0.829623558813323,0
"1318","PSMD14",0.423,0.829745072849365,0
"1319","PEA15",0.424,0.829866437848572,0
"1321","OR4K17",0.426,0.829987685579418,0
"1320","HEPH",0.426,0.830108752882095,0
"1322","PAG1",0.427,0.830229671550898,0
"1323","NUB1",0.427,0.830350410548574,0
"1325","CYP4B1",0.427,0.830470970275281,0
"1324","SKIL",0.427,0.83059135112999,0
"1327","PTTG1",0.428,0.830711584614946,0
"1326","GUCY1A2",0.428,0.830831639976219,0
"1329","LOXHD1",0.428,0.830951517609349,0
"1328","EYA4",0.428,0.831071217908703,0
"1331","CDO1",0.429,0.831190772087713,0
"1330","ZNF827",0.429,0.831310149672663,0
"1332","GRM2",0.43,0.831429381638757,0
"1334","VIPR1",0.43,0.831548437746493,0
"1333","TULP4",0.43,0.831667318384652,0
"1335","MIER3",0.431,0.83178605426887,0
"1337","FAM43B",0.431,0.831904615413007,0
"1339","LDLRAP1",0.432,0.83202303229897,0
"1338","CCNY",0.432,0.832141275170405,0
"1340","DEAF1",0.433,0.832259374277594,0
"1342","PXMP2",0.434,0.832377329753237,0
"1343","TMEM145",0.434,0.832495112273638,0
"1345","TRIM8",0.435,0.832612751654728,0
"1346","LRRN3",0.435,0.832730218796606,0
"1347","TRPM6",0.435,0.832847514077268,0
"1344","PRKD2",0.435,0.832964637873601,0
"1349","COL22A1",0.436,0.833081619731018,0
"1353","PLEKHA5",0.436,0.833198430812001,0
"1355","HOXB3",0.436,0.83331507149024,0
"1351","TESK1",0.436,0.833431542138335,0
"1352","MGST2",0.436,0.833547843127803,0
"1348","HIPK4",0.436,0.833663974829076,0
"1350","ZNF565",0.436,0.833779937611511,0
"1354","IRF5",0.436,0.83389573184339,0
"1358","ACACB",0.437,0.834011386714296,0
"1357","PCDH7",0.437,0.834126873726173,0
"1356","ASAP3",0.437,0.834242193244197,0
"1364","FER",0.438,0.834357374216126,0
"1359","KDELR2",0.438,0.834472388379986,0
"1360","CA14",0.438,0.834587236097878,0
"1361","ELMOD1",0.438,0.834701917730857,0
"1363","RAD54L2",0.438,0.834816433638932,0
"1362","DUSP4",0.438,0.834930784181075,0
"1371","WDR62",0.439,0.835044998001127,0
"1365","DDX1",0.439,0.835159047129297,0
"1367","DUSP8",0.439,0.835272931921548,0
"1370","RBP1",0.439,0.835386652732816,0
"1366","YPEL5",0.439,0.835500209917018,0
"1368","UBA6",0.439,0.835613603827051,0
"1372","PDS5B",0.44,0.835726862806832,0
"1373","IRF2",0.44,0.835839959175012,0
"1376","ZIC1",0.442,0.835952948675276,0
"1377","OR10G8",0.442,0.836065776183426,0
"1374","BRWD1",0.442,0.836178442047581,0
"1375","DICER1",0.442,0.836290946614866,0
"1585","ELOVL2",0.529,0.836403295467625,0
"1379","PYY",0.443,0.836515505821127,0
"1380","CASKIN1",0.444,0.836627583034949,0
"1381","OPTN",0.444,0.836739500252748,0
"1383","ZBBX",0.445,0.836851284774483,0
"1382","KRT33B",0.445,0.83696290994551,0
"1384","CTNNBL1",0.446,0.837074402862488,0
"1387","ZMYM4",0.447,0.837185763646094,0
"1388","ARV1",0.447,0.837296966021758,0
"1385","LYPD3",0.447,0.837408010327236,0
"1386","SSPN",0.447,0.837518896899326,0
"1389","IL16",0.448,0.837629652413762,0
"1390","PRDM16",0.449,0.83774027699061,0
"1394","INPPL1",0.449,0.837850744764372,0
"1393","CELSR1",0.449,0.8379610560682,0
"1391","ADAM28",0.449,0.838071211234301,0
"1392","TMIGD1",0.449,0.838181210593944,0
"1396","ATP6V0D2",0.45,0.838291080390387,0
"1395","NYX",0.45,0.838400795003502,0
"1397","MRC2",0.451,0.838510380482497,0
"1398","RNASEH2B",0.451,0.838619811398052,0
"1400","SLC27A6",0.452,0.838729113607017,0
"1399","RAPGEF5",0.452,0.838838261869209,0
"1401","EREG",0.452,0.838947256509638,0
"1402","KLHL14",0.453,0.839056123175732,0
"1403","KIF1B",0.454,0.839164861985624,0
"1405","FAT4",0.454,0.839273448072468,0
"1404","JAM2",0.454,0.839381881757787,0
"1623","PIP5K1C",0.541,0.839490166749707,0
"1408","ZNF644",0.455,0.839598321523783,0
"1407","KCNAB2",0.455,0.839706324820585,0
"1409","KIF4A",0.456,0.839814201707599,0
"1411","MGLL",0.457,0.839921952302359,0
"1413","BPTF",0.457,0.840029552302297,0
"1410","TRIOBP",0.457,0.840137002022906,0
"1414","SCN8A",0.457,0.840244301778796,0
"1415","USP36",0.458,0.84035147625345,0
"1417","PSRC1",0.459,0.84045852556375,0
"1416","ELMO1",0.459,0.840565425780303,0
"1418","ATP10D",0.459,0.84067217721437,0
"1419","EHD3",0.46,0.840778804189892,0
"1420","PDPR",0.461,0.840885306823786,0
"1423","UBN1",0.461,0.840991661537355,0
"1422","ALDH6A1",0.461,0.841097868638553,0
"1425","SNX14",0.462,0.841203952097923,0
"1428","OR9G4",0.462,0.841309888525471,0
"1424","CCL5",0.462,0.841415678226666,0
"1426","CKAP2",0.462,0.841521321506128,0
"1427","ZZZ3",0.462,0.841626818667639,0
"1914","PTPRU",0.634,0.841732184146922,0
"1429","INHBB",0.463,0.841837413396499,0
"1430","C14orf39",0.464,0.84194252067315,0
"1432","DPP4",0.465,0.842047506091768,0
"1434","MOXD1",0.465,0.842152346802711,0
"1433","IFI44",0.465,0.842257043104961,0
"1431","GAPVD1",0.465,0.842361595296678,0
"1652","UNC5CL",0.552,0.842466007213972,0
"1435","TRAT1",0.466,0.842570294975457,0
"1436","WNT10A",0.466,0.842674439484522,0
"1437","VEZT",0.466,0.842778441036128,0
"1438","GMNN",0.467,0.842882322644597,0
"1440","NOTCH1",0.467,0.842986061851958,0
"1439","FLRT2",0.467,0.843089658950817,0
"1441","OTOGL",0.469,0.843193159180347,0
"1442","RAB11FIP4",0.469,0.843296517822697,0
"1667","FRAS1",0.556,0.843399739123737,0
"1443","RGS22",0.47,0.843502837689328,0
"1446","TXN2",0.471,0.843605817590577,0
"1445","MAP3K10",0.471,0.843708657000828,0
"1448","PRSS36",0.472,0.843811378132559,0
"1449","IREB2",0.472,0.843913959317245,0
"1450","NAV1",0.473,0.844016422607826,0
"1452","FAM83D",0.475,0.844118789616541,0
"1451","STXBP5",0.475,0.844221017445095,0
"1453","ZFP3",0.475,0.844323106377142,0
"1454","ANKH",0.476,0.844425078025453,0
"1456","CXCL9",0.476,0.844526911313318,0
"1455","LDHAL6B",0.476,0.844628606522149,0
"1459","RUNX1T1",0.477,0.84473018509509,0
"1458","ZC2HC1A",0.477,0.844831626120878,0
"1457","RFC3",0.477,0.844932929878701,0
"1460","SAMD3",0.477,0.845034096646994,0
"1461","FOXRED2",0.478,0.845135147685901,0
"1463","CKAP5",0.478,0.845236062261556,0
"1462","RIC3",0.478,0.845336840650198,0
"1464","FZD2",0.479,0.84543750394561,0
"1465","SEC24A",0.479,0.845538031576204,0
"1467","TMEM26",0.48,0.845638444485572,0
"1466","NPTX1",0.48,0.845738722249706,0
"1468","CEP104",0.48,0.845838865141258,0
"1707","RERE",0.568,0.845938900089766,0
"1470","ZNF329",0.482,0.84603881490342,0
"1471","DPF1",0.482,0.846138595603229,0
"1472","APBA1",0.482,0.846238242459042,0
"1469","PARPBP",0.482,0.84633775573998,0
"1473","CDH10",0.483,0.846437155917963,0
"1475","SMOC2",0.483,0.846536423030111,0
"1474","NEB",0.483,0.846635557343448,0
"1479","NEDD1",0.484,0.846734579170731,0
"1476","CHRNB3",0.484,0.846833468704325,0
"1480","AEBP1",0.484,0.846932226209168,0
"1478","MTBP",0.484,0.847030851949495,0
"1477","GGT7",0.484,0.847129346188835,0
"1482","CHN2",0.485,0.847227729054331,0
"1481","OSBPL11",0.485,0.847325980917343,0
"1483","CPEB2",0.485,0.847424102039352,0
"1717","STARD3NL",0.572,0.847522099792832,0
"1491","SERPINA4",0.486,0.84761997990704,0
"1485","DENND2D",0.486,0.847717730034376,0
"1490","PAK3",0.486,0.847815350433607,0
"1489","PPP2R5C",0.486,0.847912841362812,0
"1487","SCGB1D1",0.486,0.848010203079388,0
"1484","ATP13A3",0.486,0.848107435840047,0
"1492","WDHD1",0.486,0.848204539900825,0
"1488","MXD3",0.486,0.848301515517078,0
"1486","PHF19",0.486,0.848398362943488,0
"1494","GPR22",0.487,0.848495101901435,0
"1495","SYPL2",0.487,0.848591713151187,0
"1493","MTPAP",0.487,0.848688196945463,0
"1498","PES1",0.489,0.848784592059422,0
"1496","NDST4",0.489,0.848880860170595,0
"1499","GHRHR",0.49,0.848977020600425,0
"1500","SCAMP5",0.49,0.849073054503373,0
"1501","XRN1",0.49,0.849168962129,0
"1733","CDKN3",0.577,0.849264752194855,0
"1502","ZC3H13",0.491,0.849360426917771,0
"1505","CAMP",0.491,0.849455976083308,0
"1504","CLCN5",0.491,0.849551399938464,0
"1503","COL4A6",0.491,0.849646698729589,0
"1506","BIRC5",0.492,0.849741891456221,0
"1507","PIWIL1",0.493,0.849836978219344,0
"1508","TMEM156",0.493,0.849931940604751,0
"1509","KCNC1",0.494,0.850026797359874,0
"1989","ST3GAL1",0.664,0.850121545598823,0
"1514","IRF6",0.495,0.850216173130877,0
"1513","ASPHD1",0.495,0.850310677208879,0
"1515","CNOT7",0.495,0.850405058074262,0
"1511","PTPN11",0.495,0.850499315967833,0
"1512","TRIB1",0.495,0.850593451129773,0
"1510","CLCN6",0.495,0.850687463799634,0
"1516","CTLA4",0.496,0.850781372414131,0
"1518","PRKAB2",0.496,0.850875158990142,0
"1517","ZBTB44",0.496,0.850968823765406,0
"1520","RSPH9",0.497,0.851062385035899,0
"1521","GRIA4",0.498,0.851155842900263,0
"1523","PSG6",0.499,0.851249197457574,0
"1524","IQCE",0.5,0.851342448807338,0
"1525","PTPN7",0.5,0.85143557944338,0
"1526","RRM1",0.501,0.85152860719466,0
"1527","SMC2",0.501,0.851621514677354,0
"1528","UCP2",0.502,0.851714319596916,0
"1529","SLC15A2",0.503,0.85180702205311,0
"1530","SORCS3",0.504,0.851899622146099,0
"1779","NKAIN2",0.591,0.851992115959654,0
"1533","ZFYVE26",0.505,0.852084494594356,0
"1532","YWHAG",0.505,0.85217675426108,0
"1531","N4BP1",0.505,0.852268895189493,0
"1535","LYPD1",0.506,0.852360934612353,0
"1534","CD8B",0.506,0.852452855732613,0
"1537","PHF14",0.506,0.852544658778216,0
"1536","SAP130",0.506,0.85263634397652,0
"1786","HS3ST5",0.593,0.852727925387916,0
"1538","ACOX2",0.507,0.852819392416094,0
"1540","ZDHHC4",0.508,0.852910759001887,0
"1539","EPS8L2",0.508,0.853002008601014,0
"1541","SYNRG",0.508,0.853093141438018,0
"1542","BCAM",0.509,0.853184174358579,0
"1803","PRR3",0.597,0.853275122839728,0
"1543","POLR3A",0.511,0.853365956212368,0
"1544","SLC6A15",0.511,0.853456673652177,0
"1546","WDR44",0.511,0.853547275380966,0
"1545","LRIF1",0.511,0.853637761619979,0
"1547","CTSW",0.512,0.853728148870643,0
"1548","DACT1",0.513,0.85381843723078,0
"1549","ANKRD44",0.513,0.853908610720231,0
"1550","COA7",0.513,0.853998669558074,0
"1552","DDAH1",0.514,0.854088630020739,0
"1551","SZT2",0.514,0.854178476247896,0
"1556","LARP6",0.515,0.854268224404805,0
"1553","PHGDH",0.515,0.854357858740336,0
"1555","DST",0.515,0.854447379470878,0
"1554","TMEM130",0.515,0.854536786812275,0
"1557","DUOXA1",0.516,0.854626096798346,0
"1560","FAH",0.517,0.854715309525557,0
"1558","VPS36",0.517,0.85480440946803,0
"1559","PCDH9",0.517,0.854893396839509,0
"1562","B3GALT2",0.518,0.854982287456146,0
"1561","ERAP1",0.518,0.855071065907966,0
"1563","TBCK",0.518,0.855159732407136,0
"1564","WNT7B",0.519,0.855248302651952,0
"1565","APC",0.519,0.855336761347342,0
"1567","CA3",0.52,0.855425124084966,0
"1566","CALCA",0.52,0.855513375674493,0
"1569","TMEM95",0.521,0.855601531601781,0
"1568","DFFA",0.521,0.855689576780417,0
"1571","PAX2",0.522,0.855777526591281,0
"1573","MEA1",0.522,0.855865366051066,0
"1572","ANGPTL3",0.522,0.855953095367326,0
"1570","ZMIZ1",0.522,0.856040714747101,0
"1838","BLM",0.608,0.856128228980378,0
"1574","SSBP3",0.523,0.856215644144221,0
"1844","PAM",0.609,0.856302955076052,0
"1575","IQGAP1",0.524,0.856390166705881,0
"1576","SPA17",0.524,0.856477269389264,0
"1577","EFHD2",0.525,0.856564278167644,0
"1578","SLC30A6",0.525,0.856651178388595,0
"1579","P2RX5",0.527,0.856737999647408,0
"1580","DCT",0.527,0.856824712717737,0
"1584","PRDX3",0.528,0.85691133235791,0
"1582","KLHL30",0.528,0.856997844195171,0
"1581","CCDC18",0.528,0.857084248430645,0
"1583","SLC22A7",0.528,0.857170545264955,0
"1586","LAD1",0.529,0.857256749338135,0
"1587","MFF",0.529,0.85734284639198,0
"1588","UBE2J1",0.529,0.85742883662566,0
"1590","STK10",0.531,0.857514748825949,0
"1589","IL36A",0.531,0.857600554567502,0
"1591","RCVRN",0.532,0.857686268206589,0
"1866","BOC",0.618,0.857771885624488,0
"1593","NEK9",0.533,0.857857401355027,0
"1592","PTN",0.533,0.857942811380091,0
"1594","TLN1",0.534,0.858028129864191,0
"1595","CHEK1",0.534,0.858113343016829,0
"1599","ADA",0.535,0.858198464907739,0
"1600","COL19A1",0.535,0.858283481839475,0
"1597","OR7G1",0.535,0.858368394006045,0
"1596","TNNT1",0.535,0.858453201600981,0
"1598","UCN2",0.535,0.858537904817339,0
"1601","NEK5",0.535,0.858622503847699,0
"1602","ANKS1A",0.536,0.858707012631955,0
"1603","TMBIM1",0.536,0.858791417597065,0
"1604","KLHDC8A",0.536,0.858875718934226,0
"1606","SHANK2",0.537,0.858959930481426,0
"1607","SNCAIP",0.537,0.859044038764927,0
"1609","RIMS1",0.537,0.85912804397455,0
"1608","TGFBRAP1",0.537,0.859211946299655,0
"1605","CHORDC1",0.537,0.859295745929135,0
"1613","SPZ1",0.538,0.859379456582437,0
"1611","SEC16B",0.538,0.859463064899976,0
"1610","SLC8A3",0.538,0.859546571069297,0
"1616","UNC13B",0.538,0.859629975277482,0
"1612","OR52M1",0.538,0.859713277711161,0
"1879","LRCH1",0.624,0.859796491522665,0
"1619","RNFT2",0.539,0.859879604365262,0
"1618","PRKACB",0.539,0.859962615974189,0
"1617","DDX27",0.539,0.860045526534293,0
"1621","RFWD3",0.54,0.860128349540098,0
"1620","TMEM132D",0.54,0.86021107184924,0
"1622","CLEC4E",0.54,0.860293693645248,0
"1624","DEPDC1B",0.541,0.860376228324516,0
"1884","PARP4",0.626,0.860458663629638,0
"1626","GAB1",0.542,0.860541011289015,0
"1628","NINJ2",0.542,0.860623259133048,0
"1625","ZNF474",0.542,0.860705407343109,0
"1627","TMEM98",0.542,0.860787456100131,0
"1631","PPFIA3",0.543,0.860869418606699,0
"1629","MYOZ2",0.543,0.860951282005037,0
"1633","AK5",0.543,0.861033046474797,0
"1632","FOXP1",0.543,0.861114712195197,0
"1630","RPAP2",0.543,0.861196279345023,0
"1634","EIF5B",0.543,0.86127774810263,0
"1636","CELSR3",0.544,0.861359131550238,0
"1637","POLE2",0.544,0.8614404169455,0
"1638","NUP214",0.544,0.861521604465512,0
"1635","POU6F2",0.544,0.861602694286944,0
"1639","F11R",0.545,0.861683699389214,0
"1899","DEGS2",0.631,0.861764623715669,0
"1642","GBF1",0.547,0.861845459626946,0
"1641","HNRNPLL",0.547,0.861926198496313,0
"1640","CHD6",0.547,0.86200684049841,0
"1643","BCHE",0.548,0.86208739836525,0
"1644","ANKRD46",0.549,0.862167872179967,0
"1645","KIAA1217",0.549,0.862248249618859,0
"1646","KLK3",0.549,0.86232853085495,0
"1910","JAKMIP1",0.634,0.862408721749578,0
"1648","HEG1",0.55,0.862488823478909,0
"1647","DNAJC5G",0.55,0.862568829507248,0
"1649","FMNL2",0.55,0.862648740006002,0
"1651","BTG1",0.551,0.862728567441837,0
"1650","ASAP2",0.551,0.862808299675006,0
"3094","MLLT3",0.552,0.862887949090258,0
"1654","NTSR1",0.552,0.862967503628303,0
"1655","GAS2L3",0.552,0.863046963458565,0
"1656","STEAP4",0.552,0.863126328750063,0
"1653","FAM120C",0.552,0.863205599671417,0
"1659","EME1",0.553,0.863284788503232,0
"1658","IFT172",0.553,0.863363883286553,0
"1657","SLCO1B3",0.553,0.863442884188825,0
"1663","NSL1",0.554,0.863521803402592,0
"1660","NPFFR2",0.554,0.863600629054753,0
"1661","ARHGAP10",0.554,0.863679361311592,0
"1662","KLRB1",0.554,0.863758000338997,0
"1664","NUDT18",0.555,0.863836558234713,0
"1665","MIS18BP1",0.555,0.863915023217482,0
"1669","CDC20",0.556,0.863993407305884,0
"1670","DUSP7",0.556,0.864071698796426,0
"1666","GALM",0.556,0.864149897853095,0
"1668","STAM2",0.556,0.864228004639491,0
"1671","RALGPS2",0.557,0.86430603108095,0
"1672","CALY",0.558,0.864383977256182,0
"1673","GTSE1",0.558,0.86446183162202,0
"1933","CLIP3",0.643,0.864539605415109,0
"1677","NCOR1",0.559,0.864617288250006,0
"1675","DPP7",0.559,0.864694879747061,0
"1674","MBOAT2",0.559,0.864772380067269,0
"1676","SERINC1",0.559,0.864849789371246,0
"1679","RABEP1",0.56,0.864927119338096,0
"1678","HES1",0.56,0.865004358595307,0
"1683","AK2",0.561,0.865081518745914,0
"1686","BAP1",0.561,0.865158588492126,0
"1680","PTPRM",0.561,0.865235567992735,0
"1684","CHGA",0.561,0.865312457406157,0
"1681","RHAG",0.561,0.86538925689044,0
"1685","ZNF383",0.561,0.865465966603263,0
"1682","HCLS1",0.561,0.865542586701936,0
"1687","CAPRIN1",0.562,0.865619128678952,0
"1692","RALGDS",0.563,0.86569559261025,0
"1691","FLVCR1",0.563,0.865771967370783,0
"1689","ERC1",0.563,0.865848253116443,0
"1690","RAB17",0.563,0.86592445000276,0
"1688","TJP2",0.563,0.866000558184903,0
"1693","BDP1",0.564,0.866076588992793,0
"1694","LRFN5",0.564,0.866152531392767,0
"1696","NARS2",0.564,0.866228385538935,0
"1695","SFRP1",0.564,0.86630415158505,0
"1698","SYCP1",0.565,0.866379840773936,0
"1697","NCOA7",0.565,0.866455442156339,0
"1699","NR2C1",0.565,0.866530955884965,0
"1703","XRCC2",0.567,0.866606404075015,0
"1704","SCN3A",0.567,0.866681764890207,0
"1702","RND2",0.567,0.866757038482234,0
"1701","CSN3",0.567,0.866832225002436,0
"1700","MUC7",0.567,0.866907324601805,0
"1709","PPP1R1B",0.568,0.86698234829293,0
"1710","DES",0.568,0.867057285351618,0
"1706","CCDC27",0.568,0.867132135927837,0
"1711","TFG",0.568,0.867206900171212,0
"1705","SCNN1A",0.568,0.867281578231021,0
"1708","FZD8",0.568,0.867356170256199,0
"1713","NCOR2",0.569,0.867430687161933,0
"1712","RXFP2",0.569,0.867505118317487,0
"1714","OLFM4",0.57,0.86757947456759,0
"1715","GALNT10",0.571,0.867653755984357,0
"1969","NDUFA4",0.655,0.867727959383296,0
"1718","IFI44L",0.572,0.867802080843808,0
"1716","NIN",0.572,0.867876117253878,0
"2148","ZNF385B",0.732,0.867950073125239,0
"1719","MCM7",0.573,0.868023950360932,0
"1721","FCHO1",0.573,0.86809774297207,0
"1720","AADAC",0.573,0.868171451103974,0
"1722","ANTXR1",0.574,0.868245085318313,0
"1724","SYVN1",0.575,0.868318645686494,0
"1725","GUCA1C",0.575,0.868392121985683,0
"1723","TCF12",0.575,0.868465514359915,0
"1726","COL5A3",0.576,0.868538833235556,0
"1727","SCNN1D",0.576,0.868612068461595,0
"1731","FMO3",0.577,0.868685230397475,0
"3095","KCNK12",0.577,0.86875830895793,0
"1730","DHRS9",0.577,0.8688313042854,0
"1732","HSPB6",0.577,0.868904216522002,0
"1728","FOXH1",0.577,0.868977045809529,0
"1729","CARD9",0.577,0.869049792289452,0
"1739","SHISA6",0.578,0.869122466230412,0
"1734","CLDND1",0.578,0.869195057634245,0
"1740","SYNE1",0.578,0.869267566641478,0
"1737","AJAP1",0.578,0.869339993392321,0
"1736","SH3RF2",0.578,0.869412338026667,0
"1735","PITPNM3",0.578,0.869484600684091,0
"1743","LDB3",0.579,0.869556791543388,0
"1742","ADAM17",0.579,0.869628900692602,0
"1741","ACSL1",0.579,0.86970092827038,0
"1744","TMX1",0.579,0.869772874415056,0
"1746","AMIGO2",0.58,0.869844749228401,0
"1745","GLB1L3",0.58,0.869916542873126,0
"1984","ZC3HAV1",0.663,0.869988257804968,0
